,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,No_Die,Lot_Num,Wafer_Num,Datetime
151,1,Photo,1.0387570727704745,15.842,14.788,20.009,201.192,90.0,500.848,3987.067,4970.261,5.014,92.849,30.007,NOLSM152617,6,17,17-02-2019 PM 9:04:30
152,1,Photo,0.9918887502350466,13.988,14.904,20.003,201.11,90.0,501.052,3955.645,5001.707,4.984,90.514,30.005,NOLSM153618,6,18,17-02-2019 PM 9:04:30
153,2,Photo,0.9271867895177694,13.134,15.074,20.005,204.58,90.0,497.968,3908.851,5139.623,5.067,91.647,30.002,NOLSM154619,6,19,17-02-2019 PM 9:04:30
154,2,Photo,0.7852057300124788,15.068,14.99,20.0,198.61,90.001,500.868,4070.865,5050.582,5.084,92.47,29.995,NOLSM155620,6,20,17-02-2019 PM 9:04:30
155,2,Photo,0.8938870749927349,12.965,14.99,19.997,201.173,89.999,497.32,4073.84,5081.391,4.928,89.766,30.005,NOLSM156621,6,21,17-02-2019 PM 9:04:30
156,3,Photo,1.4009897605087267,15.755,15.005,20.003,199.005,90.0,498.841,4109.131,4954.072,5.035,90.765,30.0,NOLSM157622,6,22,17-02-2019 PM 9:04:30
157,3,Photo,1.1861313868613137,13.311,14.958,20.001,201.381,90.001,497.008,4017.526,5046.224,5.043,93.139,29.99,NOLSM158623,6,23,17-02-2019 PM 9:04:30
158,1,Photo,1.158045436674131,13.606,15.079,20.003,202.401,90.001,501.854,4079.103,5011.243,5.052,91.971,29.993,NOLSM159624,6,24,17-02-2019 PM 9:04:30
159,1,Photo,1.1024120070428554,17.619,15.13,19.997,195.089,90.0,498.59,4208.676,4859.641,5.047,90.932,30.016,NOLSM160625,6,25,17-02-2019 PM 9:04:30
160,1,Photo,1.0943221251645325,16.3,15.06,19.997,201.484,89.999,498.456,4075.958,4919.492,4.96,90.563,30.006,NOLSM161626,6,26,17-02-2019 PM 9:04:30
161,2,Photo,1.1299124771363611,14.706,15.061,19.991,203.223,90.001,498.723,3995.777,5012.291,5.077,92.931,29.999,NOLSM162627,6,27,17-02-2019 PM 9:04:30
162,2,Photo,0.7436024547428162,12.448,15.074,19.997,199.594,90.0,497.408,4023.411,5091.006,5.011,92.114,29.994,NOLSM16371,7,1,17-02-2019 PM 9:04:30
163,2,Photo,1.0632446708490741,18.485,15.097,20.005,195.839,90.0,498.089,4068.182,4862.981,5.041,91.493,29.997,NOLSM16472,7,2,17-02-2019 PM 9:04:30
164,3,Photo,0.8154455631720201,14.916,15.12,19.996,200.519,90.0,496.931,4108.048,4993.695,5.056,92.321,29.999,NOLSM16573,7,3,17-02-2019 PM 9:04:30
165,3,Photo,1.254542812697653,17.434,14.949,20.0,201.888,90.0,499.993,3956.855,4867.108,5.077,93.5,29.993,NOLSM16674,7,4,17-02-2019 PM 9:04:30
166,3,Photo,0.8698952118839638,12.611,15.018,19.995,200.247,90.0,506.359,3959.731,5028.945,5.062,92.406,29.995,NOLSM16775,7,5,17-02-2019 PM 9:04:30
167,1,Photo,1.0897579445802492,18.507,14.899,20.001,205.061,90.001,495.368,3998.319,5002.267,5.119,93.069,30.008,NOLSM16876,7,6,17-02-2019 PM 9:04:30
168,1,Photo,0.9964657515513085,17.346,14.825,19.998,197.799,90.0,504.906,3985.824,5126.642,5.091,92.612,30.005,NOLSM16977,7,7,17-02-2019 PM 9:04:30
169,1,Photo,0.7937870732833039,17.449,15.008,20.004,198.256,89.999,500.889,3926.592,4814.62,5.134,92.008,30.0,NOLSM17078,7,8,17-02-2019 PM 9:04:30
170,2,Photo,0.895318723396981,16.576,15.21,20.006,200.579,90.001,500.423,3971.44,4982.476,4.943,91.91,30.003,NOLSM17179,7,9,17-02-2019 PM 9:04:30
171,2,Photo,0.8079112463460913,16.59,15.146,19.994,204.542,90.0,504.163,3989.581,5046.834,5.079,93.593,30.005,NOLSM172710,7,10,17-02-2019 PM 9:04:30
172,3,Photo,0.6984606574471359,14.282,14.977,20.001,200.495,89.999,501.179,4093.76,4975.562,4.969,91.699,29.998,NOLSM173711,7,11,17-02-2019 PM 9:04:30
173,3,Photo,0.9857561667720816,11.453,15.005,20.004,193.932,90.0,502.963,3972.978,5021.709,5.051,91.943,30.006,NOLSM174712,7,12,17-02-2019 PM 9:04:30
174,3,Photo,0.789440845142652,15.963,14.951,20.004,198.889,89.999,501.202,3990.542,4893.284,4.951,92.601,29.989,NOLSM175713,7,13,17-02-2019 PM 9:04:30
175,1,Photo,1.0830527017555855,14.517,14.949,20.004,194.997,90.003,498.961,4011.356,5027.332,5.151,92.587,30.004,NOLSM176714,7,14,17-02-2019 PM 9:04:30
176,1,Photo,1.4770508897587993,15.651,15.104,19.994,198.542,90.0,496.098,3985.668,4931.349,4.99,91.313,29.993,NOLSM177715,7,15,17-02-2019 PM 9:04:30
177,2,Photo,1.380895399921366,16.096,15.046,19.99,205.734,90.0,502.714,4022.502,4957.112,4.956,93.97,30.005,NOLSM178716,7,16,17-02-2019 PM 9:04:30
178,2,Photo,1.3243089625463682,18.135,15.078,20.002,201.17,90.002,500.234,4012.915,4970.133,5.06,91.436,30.008,NOLSM179717,7,17,17-02-2019 PM 9:04:30
179,3,Photo,1.0595864886579256,15.542,14.997,19.997,201.087,90.001,495.148,4033.884,4991.406,5.083,91.737,30.009,NOLSM180718,7,18,17-02-2019 PM 9:04:30
180,3,Photo,0.7513632711670285,14.514,14.943,19.994,197.947,90.0,503.102,4074.752,5024.075,5.0,95.216,29.997,NOLSM181719,7,19,17-02-2019 PM 9:04:30
181,3,Photo,0.9309774526060275,15.145,15.055,20.006,197.32,90.0,499.877,3975.994,4944.217,4.928,90.469,30.004,NOLSM182720,7,20,17-02-2019 PM 9:04:30
182,1,Photo,1.2310723260226668,9.497,15.075,20.002,204.119,90.0,499.05,4040.881,4900.149,5.01,92.9,29.999,NOLSM183721,7,21,17-02-2019 PM 9:04:30
183,1,Photo,0.9535462144652045,14.014,14.949,19.995,201.169,89.999,503.535,3957.1,5065.311,5.036,90.335,29.995,NOLSM184722,7,22,17-02-2019 PM 9:04:30
184,1,Photo,0.951469255884716,15.099,15.026,20.003,199.123,90.001,497.264,4070.621,4894.696,5.046,91.524,30.01,NOLSM185723,7,23,17-02-2019 PM 9:04:30
185,2,Photo,1.085963007914665,18.091,14.983,20.003,204.107,90.001,500.541,4152.677,5084.34,4.881,93.523,30.003,NOLSM186724,7,24,17-02-2019 PM 9:04:30
186,2,Photo,1.0457187302347049,15.6,14.918,19.999,200.389,90.0,498.193,4022.818,5047.624,4.987,92.635,29.998,NOLSM187725,7,25,17-02-2019 PM 9:04:30
187,2,Photo,1.2305936853621429,14.93,14.98,20.0,200.739,90.0,503.645,4003.558,5053.991,5.115,91.418,30.002,NOLSM188726,7,26,17-02-2019 PM 9:04:30
188,3,Photo,0.8468136207456538,19.501,15.08,19.997,201.554,90.0,502.111,3963.457,5128.554,5.024,92.661,29.996,NOLSM189727,7,27,17-02-2019 PM 9:04:30
189,3,Photo,0.7257260807877057,13.151,14.893,20.001,199.617,90.0,497.666,4019.231,5089.878,5.018,96.209,30.006,NOLSM19081,8,1,17-02-2019 PM 9:04:30
190,3,Photo,1.0628557753123986,15.084,15.104,20.0,199.515,90.0,503.304,4083.328,5069.597,4.944,94.821,29.999,NOLSM19182,8,2,17-02-2019 PM 9:04:30
191,1,Photo,0.9509051436776697,17.282,15.048,19.999,200.179,90.0,498.791,4037.263,5027.68,5.02,91.704,30.009,NOLSM19283,8,3,17-02-2019 PM 9:04:30
192,1,Photo,1.0154831706524896,14.697,15.015,19.997,200.906,89.998,497.523,3927.506,5002.992,4.919,91.435,30.001,NOLSM19384,8,4,17-02-2019 PM 9:04:30
193,1,Photo,0.9855809501017112,16.185,15.003,19.996,197.236,90.0,498.683,4054.51,5040.111,5.094,94.209,30.006,NOLSM19485,8,5,17-02-2019 PM 9:04:30
194,2,Photo,0.87859621531992,18.824,15.07,19.997,200.869,90.001,504.038,3989.324,4958.343,4.887,92.444,30.001,NOLSM19586,8,6,17-02-2019 PM 9:04:30
195,2,Photo,1.0423169626831228,13.058,15.032,19.992,197.797,89.999,498.602,4036.729,4997.91,5.14,90.421,30.0,NOLSM19687,8,7,17-02-2019 PM 9:04:30
196,2,Photo,0.8610830954375288,17.22,15.011,19.997,198.221,89.999,504.972,3911.508,5054.012,5.097,90.527,29.989,NOLSM19788,8,8,17-02-2019 PM 9:04:30
197,3,Photo,1.0278209883929639,13.059,15.086,20.0,201.702,90.0,500.072,4000.58,5067.165,5.022,91.686,30.004,NOLSM19889,8,9,17-02-2019 PM 9:04:30
198,3,Photo,0.893728952631669,18.062,14.968,19.999,201.582,90.001,496.137,4024.921,5121.452,5.109,93.826,30.003,NOLSM199810,8,10,17-02-2019 PM 9:04:30
199,3,Photo,0.9606531735585224,16.618,15.03,19.986,203.769,90.0,499.615,4048.829,5065.6,4.984,91.11,30.005,NOLSM200811,8,11,17-02-2019 PM 9:04:30
200,1,Photo,1.4274773927759448,15.734,15.122,20.0,200.542,90.0,497.613,4139.641,4967.097,5.125,91.834,30.003,NOLSM201812,8,12,17-02-2019 PM 9:04:30
201,1,Photo,1.1286090360518983,15.094,14.951,19.995,201.047,90.0,502.695,3999.588,5030.543,5.09,90.235,29.991,NOLSM202813,8,13,17-02-2019 PM 9:04:30
202,1,Photo,1.2791543445187097,16.122,15.047,20.0,198.718,89.999,503.025,4048.65,4937.847,4.948,92.042,29.997,NOLSM203814,8,14,17-02-2019 PM 9:04:30
203,2,Photo,1.0853006034291184,17.557,15.014,19.997,200.84,90.0,501.612,4054.936,5050.988,5.023,94.128,29.997,NOLSM204815,8,15,17-02-2019 PM 9:04:30
204,2,Photo,0.9071779004769311,14.323,14.982,19.993,203.182,90.0,500.242,4058.549,4985.531,5.023,93.312,29.989,NOLSM205816,8,16,17-02-2019 PM 9:04:30
205,3,Photo,1.1427374826920118,12.451,15.02,19.995,196.676,90.002,501.408,4063.154,5063.012,5.079,92.48,29.988,NOLSM206817,8,17,17-02-2019 PM 9:04:30
206,3,Photo,0.761816441306689,18.899,15.013,20.001,200.943,89.999,504.074,4076.151,5036.475,5.034,90.139,29.998,NOLSM207818,8,18,17-02-2019 PM 9:04:30
207,3,Photo,0.9528410742063966,17.055,14.949,20.002,202.936,89.999,503.762,4000.936,5011.931,4.965,92.195,29.999,NOLSM208819,8,19,17-02-2019 PM 9:04:30
208,1,Photo,0.9000111113010478,15.157,15.173,19.989,200.202,90.0,500.182,4086.61,4911.694,4.94,94.776,30.0,NOLSM209820,8,20,17-02-2019 PM 9:04:30
209,1,Photo,0.8012701071813193,15.65,15.01,19.996,205.561,90.0,501.265,3966.962,5142.855,4.986,91.951,30.004,NOLSM210821,8,21,17-02-2019 PM 9:04:30
210,2,Photo,1.1705029145797363,16.394,15.129,20.0,201.546,90.001,497.688,4072.796,5006.05,5.077,91.217,30.003,NOLSM211822,8,22,17-02-2019 PM 9:04:30
211,2,Photo,0.8730405647959794,18.83,14.935,20.002,201.198,89.999,500.901,4014.905,5015.181,4.967,92.389,30.005,NOLSM212823,8,23,17-02-2019 PM 9:04:30
212,2,Photo,1.2596967469529394,17.926,14.956,20.002,203.181,90.0,499.72,4069.262,5030.982,5.03,90.846,29.99,NOLSM213824,8,24,17-02-2019 PM 9:04:30
213,3,Photo,1.090373339715209,19.64,14.973,20.004,203.188,90.001,499.941,4014.548,4941.211,5.04,91.643,30.01,NOLSM214825,8,25,17-02-2019 PM 9:04:30
214,3,Photo,1.0205430862066018,17.858,14.986,20.0,204.049,90.001,499.422,4131.916,5014.635,5.056,90.442,29.99,NOLSM215826,8,26,17-02-2019 PM 9:04:30
215,3,Photo,1.031380878305612,17.033,14.916,19.998,204.216,90.0,501.999,4103.041,5008.04,5.077,91.37,29.994,NOLSM216827,8,27,17-02-2019 PM 9:04:30
216,1,Photo,1.1961101899177762,13.492,15.004,19.993,201.416,90.0,502.918,4095.041,5139.177,4.902,91.486,30.004,NOLSM21791,9,1,17-02-2019 PM 9:04:30
217,1,Photo,0.9118702883809979,12.434,15.203,19.995,200.664,90.0,499.31,3993.069,5069.222,4.968,91.885,30.009,NOLSM21892,9,2,17-02-2019 PM 9:04:30
218,1,Photo,0.8188729721875587,12.544,15.003,19.999,202.708,90.001,500.372,4096.542,4983.974,4.999,93.549,30.006,NOLSM21993,9,3,17-02-2019 PM 9:04:30
219,2,Photo,0.9154515461802766,14.07,14.977,19.998,200.457,90.0,505.328,4055.684,5034.141,4.99,88.929,29.992,NOLSM22094,9,4,17-02-2019 PM 9:04:30
220,2,Photo,0.7818296039248533,17.714,14.889,19.997,202.81,90.0,496.836,3977.901,5011.968,5.11,92.838,30.006,NOLSM22195,9,5,17-02-2019 PM 9:04:30
221,2,Photo,1.00198721345664,14.201,15.078,20.002,200.65,90.001,498.495,4017.199,5030.422,5.095,93.573,30.001,NOLSM22296,9,6,17-02-2019 PM 9:04:30
222,3,Photo,0.8264671190960529,13.544,15.019,20.005,203.278,90.001,499.703,3950.633,5045.996,5.039,90.67,30.005,NOLSM22397,9,7,17-02-2019 PM 9:04:30
223,3,Photo,0.9539735721978153,16.904,15.066,19.998,200.465,90.0,498.492,4053.322,5009.163,5.095,93.751,30.009,NOLSM22498,9,8,17-02-2019 PM 9:04:30
224,1,Photo,1.031107369356741,16.682,14.92,20.001,204.001,90.0,497.334,4141.211,4984.823,5.03,91.706,30.007,NOLSM22599,9,9,17-02-2019 PM 9:04:30
225,1,Photo,1.2325467102001744,12.463,14.846,19.988,201.946,90.001,502.293,4055.498,5126.15,4.964,93.548,30.011,NOLSM226910,9,10,17-02-2019 PM 9:04:30
226,1,Photo,1.2067813125010682,12.219,15.031,19.998,205.348,90.001,505.479,3864.82,5051.568,5.148,93.516,30.009,NOLSM227911,9,11,17-02-2019 PM 9:04:30
227,2,Photo,1.0615181456093266,12.814,14.953,20.002,196.913,90.001,492.336,3961.623,4935.928,4.895,91.914,29.995,NOLSM228912,9,12,17-02-2019 PM 9:04:30
228,2,Photo,0.9791919519991794,14.416,15.065,19.994,203.684,89.999,493.512,4044.485,5047.638,4.987,92.708,29.995,NOLSM229913,9,13,17-02-2019 PM 9:04:30
229,2,Photo,1.1364254089813501,16.121,14.953,20.006,201.67,89.998,507.932,4037.619,4962.839,5.121,90.218,29.992,NOLSM230914,9,14,17-02-2019 PM 9:04:30
230,3,Photo,0.7704789825467102,14.665,15.02,20.004,200.067,90.001,500.534,4031.247,4978.986,5.046,91.262,29.993,NOLSM231915,9,15,17-02-2019 PM 9:04:30
231,3,Photo,0.9883160395904202,15.879,14.96,20.001,195.151,89.999,498.96,4078.11,4973.393,4.921,93.362,30.0,NOLSM232916,9,16,17-02-2019 PM 9:04:30
232,3,Photo,1.0574112377989366,13.499,15.066,20.001,200.691,90.0,504.593,3939.35,4936.805,5.106,88.578,29.998,NOLSM233917,9,17,17-02-2019 PM 9:04:30
233,1,Photo,1.0815013931862083,17.6,14.99,19.999,200.559,90.0,504.027,4021.099,5077.005,4.972,93.076,30.001,NOLSM234918,9,18,17-02-2019 PM 9:04:30
234,1,Photo,0.9030538983572369,16.391,14.971,20.003,198.578,90.0,505.381,3998.943,4983.723,4.925,93.485,29.998,NOLSM235919,9,19,17-02-2019 PM 9:04:30
235,1,Photo,0.958230055214619,15.648,14.845,19.999,200.064,89.999,505.791,3942.151,5071.576,5.039,91.969,30.001,NOLSM236920,9,20,17-02-2019 PM 9:04:30
236,2,Photo,0.9357296705926597,15.332,15.085,19.998,198.171,90.001,502.451,4078.181,4880.822,4.978,93.953,29.996,NOLSM237921,9,21,17-02-2019 PM 9:04:30
237,2,Photo,1.3561727550898306,12.277,14.911,20.004,199.6,90.0,502.716,4147.422,4925.622,4.879,91.194,30.006,NOLSM238922,9,22,17-02-2019 PM 9:04:30
238,2,Photo,0.8958443734080925,13.182,15.061,19.994,203.109,90.0,499.113,4015.297,4917.795,5.037,96.653,30.005,NOLSM239923,9,23,17-02-2019 PM 9:04:30
239,3,Photo,0.664126737209183,14.011,15.118,20.0,201.376,90.001,504.178,4115.588,5108.175,4.911,92.781,30.009,NOLSM240924,9,24,17-02-2019 PM 9:04:30
240,3,Photo,1.0890271628574846,10.856,15.053,19.995,201.817,90.0,504.191,4060.555,4957.121,4.889,90.464,30.0,NOLSM241925,9,25,17-02-2019 PM 9:04:30
241,1,Photo,0.8971050787192943,10.856,15.148,20.005,198.47,90.0,504.225,4115.623,4991.551,4.984,92.415,29.995,NOLSM242926,9,26,17-02-2019 PM 9:04:30
242,1,Photo,0.9372638848527325,17.756,14.982,20.002,200.542,90.0,504.244,4008.816,5075.696,4.919,90.401,30.001,NOLSM243927,9,27,17-02-2019 PM 9:04:30
243,1,Photo,0.8594078531256945,13.702,14.88,20.002,191.209,90.001,499.364,3991.128,4966.64,4.946,92.469,30.002,NOLSM244101,10,1,17-02-2019 PM 9:04:30
244,2,Photo,1.1773491854561615,14.218,14.932,19.994,202.848,90.0,500.565,4042.868,5036.683,5.05,91.01,30.011,NOLSM245102,10,2,17-02-2019 PM 9:04:30
245,2,Photo,1.3742414400246157,17.251,15.121,20.004,193.899,90.001,494.487,3955.637,5039.17,5.042,95.722,29.997,NOLSM246103,10,3,17-02-2019 PM 9:04:30
246,2,Photo,1.3064838715191711,12.457,14.946,19.995,197.934,90.0,501.583,4045.925,5063.454,5.088,90.859,30.003,NOLSM247104,10,4,17-02-2019 PM 9:04:30
247,3,Photo,0.9725892750303423,14.789,15.016,20.001,199.825,90.002,498.918,4013.918,5118.476,4.967,90.944,29.999,NOLSM248105,10,5,17-02-2019 PM 9:04:30
248,3,Photo,0.9659182208242876,16.267,15.11,20.004,200.232,89.999,505.0,4005.045,5010.085,5.073,94.505,30.002,NOLSM249106,10,6,17-02-2019 PM 9:04:30
249,1,Photo,0.5,17.256,15.084,19.996,204.512,89.999,499.692,4023.761,5047.709,5.019,90.405,29.998,NOLSM250107,10,7,17-02-2019 PM 9:04:30
250,1,Photo,1.1778320996940117,12.766,15.042,19.996,202.962,90.0,500.511,4013.95,4928.841,5.047,89.94,30.011,NOLSM251108,10,8,17-02-2019 PM 9:04:30
251,1,Photo,1.1128438092958852,13.426,15.058,20.001,202.403,90.0,503.073,4024.375,4984.217,5.009,93.575,30.004,NOLSM252109,10,9,17-02-2019 PM 9:04:30
252,2,Photo,1.1625155985572402,15.38,15.03,19.995,196.114,90.0,499.836,4041.761,4934.073,5.047,90.305,30.003,NOLSM2531010,10,10,17-02-2019 PM 9:04:30
253,2,Photo,0.9626232927058582,18.272,14.919,19.999,201.382,90.002,499.992,4057.726,5002.959,4.919,89.168,30.001,NOLSM2541011,10,11,17-02-2019 PM 9:04:30
254,3,Photo,1.162348929041522,15.023,15.139,20.008,201.343,90.001,502.52,3953.257,5104.109,5.018,91.432,30.01,NOLSM2551012,10,12,17-02-2019 PM 9:04:30
255,3,Photo,0.7557479615036155,12.264,15.149,19.996,203.657,89.998,502.86,4081.959,4965.526,5.041,92.061,30.007,NOLSM2561013,10,13,17-02-2019 PM 9:04:30
256,1,Photo,0.9438665618215696,13.966,14.958,20.001,200.097,89.999,502.2,3982.094,5009.082,4.897,88.83,30.001,NOLSM2571014,10,14,17-02-2019 PM 9:04:30
257,1,Photo,1.1312287389528026,18.364,14.867,20.004,197.094,89.999,496.799,4041.06,5018.089,5.043,90.277,30.006,NOLSM2581015,10,15,17-02-2019 PM 9:04:30
258,1,Photo,1.2672438845108462,11.582,15.126,20.01,201.454,90.001,504.386,4014.734,5118.391,4.963,92.552,30.005,NOLSM2591016,10,16,17-02-2019 PM 9:04:30
259,2,Photo,1.3335868989213489,15.686,15.113,19.997,198.484,90.0,503.906,3964.099,5037.531,5.017,91.43,29.991,NOLSM2601017,10,17,17-02-2019 PM 9:04:30
260,2,Photo,0.9741234892904153,14.32,15.004,20.0,197.509,89.999,500.167,4021.617,5038.626,5.005,92.695,30.001,NOLSM2611018,10,18,17-02-2019 PM 9:04:30
261,2,Photo,0.9794056308654848,18.581,14.952,19.996,202.54,90.0,504.958,3929.128,5100.269,4.957,92.866,30.0,NOLSM2621019,10,19,17-02-2019 PM 9:04:30
262,3,Photo,0.8576642335766422,16.593,15.029,19.998,199.11,89.999,502.777,4106.986,5088.081,5.067,93.407,29.995,NOLSM2631020,10,20,17-02-2019 PM 9:04:30
263,3,Photo,1.0606976187627137,12.881,15.129,20.003,198.235,90.0,493.96,3955.943,5023.248,4.995,90.651,29.993,NOLSM2641021,10,21,17-02-2019 PM 9:04:30
264,3,Photo,0.9005367613121592,15.648,15.112,20.001,200.916,90.001,502.56,3977.12,4963.659,5.029,92.391,30.002,NOLSM2651022,10,22,17-02-2019 PM 9:04:30
265,1,Photo,1.198746987127985,16.669,14.924,20.007,199.03,89.998,500.811,4006.268,5123.526,4.951,92.227,30.001,NOLSM2661023,10,23,17-02-2019 PM 9:04:30
266,1,Photo,0.9880724456828323,14.492,14.995,19.997,203.225,89.999,500.978,4097.436,5044.95,5.101,92.183,30.005,NOLSM2671024,10,24,17-02-2019 PM 9:04:30
267,1,Photo,1.109352296620455,15.441,15.003,19.999,202.543,90.0,498.831,3872.886,5090.82,5.115,91.319,30.016,NOLSM2681025,10,25,17-02-2019 PM 9:04:30
268,2,Photo,1.081693704165883,15.911,15.032,19.996,205.542,90.0,500.992,4022.267,4986.191,4.99,93.109,30.006,NOLSM2691026,10,26,17-02-2019 PM 9:04:30
269,2,Photo,0.736525410690781,20.594,15.103,20.004,201.218,89.999,502.279,3988.21,5013.807,4.985,90.954,29.992,NOLSM2701027,10,27,17-02-2019 PM 9:04:30
270,2,Photo,1.12583975794458,12.408,15.088,19.998,200.153,90.0,498.178,4041.975,5032.318,5.114,90.465,30.004,NOLSM271111,11,1,17-02-2019 PM 9:04:30
271,3,Photo,0.788731431306518,17.845,15.073,19.989,202.1,89.999,497.775,4074.623,5183.517,5.036,92.678,30.006,NOLSM272112,11,2,17-02-2019 PM 9:04:30
272,3,Photo,0.9636361305321459,14.986,14.995,19.994,204.685,89.999,502.705,4027.564,4963.186,4.982,88.792,30.003,NOLSM273113,11,3,17-02-2019 PM 9:04:30
273,3,Photo,0.8253987247645258,16.722,14.997,20.0,197.183,90.0,500.408,4088.62,4992.802,4.875,91.604,29.998,NOLSM274114,11,4,17-02-2019 PM 9:04:30
274,1,Photo,0.9646917041316946,13.694,15.109,20.0,199.096,90.0,498.791,4079.674,4899.699,5.099,89.418,30.011,NOLSM275115,11,5,17-02-2019 PM 9:04:30
275,1,Photo,0.8721131985162139,16.062,15.022,19.999,200.31,90.0,499.756,4106.797,5056.373,5.021,89.811,29.986,NOLSM276116,11,6,17-02-2019 PM 9:04:30
276,1,Photo,0.9341441734046736,12.256,15.005,20.003,199.983,90.0,502.813,3991.987,5079.03,5.075,91.266,30.007,NOLSM277117,11,7,17-02-2019 PM 9:04:30
277,2,Photo,1.1788748525615822,17.049,15.147,20.005,200.227,89.999,497.422,3950.778,4967.667,4.921,91.33,30.009,NOLSM278118,11,8,17-02-2019 PM 9:04:30
278,2,Photo,1.0985145045214448,16.549,14.798,19.997,201.232,90.001,505.145,4012.953,5086.767,4.917,94.399,30.0,NOLSM279119,11,9,17-02-2019 PM 9:04:30
279,2,Photo,1.1056684729653496,17.704,15.079,19.996,201.06,90.002,501.232,3976.67,4918.119,4.93,90.936,30.007,NOLSM2801110,11,10,17-02-2019 PM 9:04:30
280,3,Photo,0.9338151079505632,11.881,14.924,19.999,203.508,90.002,497.074,4097.601,5003.264,5.107,93.695,30.012,NOLSM2811111,11,11,17-02-2019 PM 9:04:30
281,3,Photo,1.0271842253713737,10.619,14.933,19.999,199.954,90.0,498.858,4040.655,5047.563,5.02,91.703,30.01,NOLSM2821112,11,12,17-02-2019 PM 9:04:30
282,3,Photo,0.8835578385955316,16.57,15.167,20.006,205.998,90.001,499.993,4021.291,4967.338,5.005,89.084,29.997,NOLSM2831113,11,13,17-02-2019 PM 9:04:30
283,1,Photo,0.9735978392793039,18.078,14.959,19.998,197.696,90.001,507.163,4067.78,4967.281,4.965,91.593,30.013,NOLSM2841114,11,14,17-02-2019 PM 9:04:30
284,1,Photo,1.2465768645617872,15.594,14.935,19.997,202.641,90.0,504.134,3900.167,5108.764,5.049,91.654,30.004,NOLSM2851115,11,15,17-02-2019 PM 9:04:30
285,1,Photo,0.9026051727379956,15.34,14.892,19.996,199.201,90.001,503.713,3966.885,4922.103,4.968,93.468,30.003,NOLSM2861116,11,16,17-02-2019 PM 9:04:30
286,2,Photo,0.8625703003470144,16.301,15.139,20.0,196.285,89.999,499.873,3899.628,5058.994,4.951,91.748,30.002,NOLSM2871117,11,17,17-02-2019 PM 9:04:30
287,2,Photo,1.130301372673037,16.321,15.165,20.005,197.046,90.0,499.864,4010.001,5169.378,5.067,91.094,30.023,NOLSM2881118,11,18,17-02-2019 PM 9:04:30
288,2,Photo,0.9734909998461512,14.337,15.006,19.994,195.762,90.0,496.952,4022.726,4859.193,5.026,90.685,30.002,NOLSM2891119,11,19,17-02-2019 PM 9:04:30
289,3,Photo,1.2747482862954922,13.343,15.01,19.999,199.004,89.998,499.315,4063.095,4941.979,4.867,90.409,30.004,NOLSM2901120,11,20,17-02-2019 PM 9:04:30
290,3,Photo,0.8209841193866562,17.487,15.036,20.001,199.324,89.999,498.98,3981.512,4933.463,5.021,94.25,29.999,NOLSM2911121,11,21,17-02-2019 PM 9:04:30
291,3,Photo,1.1650284620249918,15.439,15.081,19.996,198.167,90.0,499.116,4062.758,5012.721,4.999,88.499,30.005,NOLSM2921122,11,22,17-02-2019 PM 9:04:30
292,1,Photo,1.2105847963213046,15.466,15.03,20.0,199.842,90.0,501.424,3999.27,5045.341,5.003,90.912,29.989,NOLSM2931123,11,23,17-02-2019 PM 9:04:30
293,1,Photo,1.0300603429118445,15.967,15.055,19.995,199.669,90.0,499.086,4127.682,4946.571,5.023,93.62,29.995,NOLSM2941124,11,24,17-02-2019 PM 9:04:30
294,2,Photo,1.0429323578180822,14.441,14.915,20.002,199.527,90.0,499.962,4005.749,4910.479,5.06,91.604,30.005,NOLSM2951125,11,25,17-02-2019 PM 9:04:30
295,2,Photo,1.1929434691191303,15.835,15.188,19.995,196.291,90.0,500.692,4021.838,5007.945,4.982,92.45,29.993,NOLSM2961126,11,26,17-02-2019 PM 9:04:30
296,2,Photo,1.184827945776851,19.713,15.051,19.999,203.764,90.0,500.943,3976.455,4948.126,5.147,91.607,30.002,NOLSM2971127,11,27,17-02-2019 PM 9:04:30
297,3,Photo,1.078253474418366,16.373,15.087,20.003,202.544,90.0,498.267,4027.291,4967.037,4.765,89.107,30.002,NOLSM298121,12,1,17-02-2019 PM 9:04:30
298,3,Photo,0.9341441734046736,15.346,15.073,19.997,192.937,90.0,502.379,4012.326,4994.356,5.006,88.854,30.0,NOLSM299122,12,2,17-02-2019 PM 9:04:30
299,1,Photo,1.019684097164054,15.638,15.147,19.999,197.925,89.999,497.656,4027.157,5075.449,4.962,91.537,30.004,NOLSM300123,12,3,17-02-2019 PM 9:04:30
300,1,Photo,1.2695302483803141,17.589,14.942,20.001,200.814,90.0,502.717,4014.51,4981.541,4.973,91.475,30.009,NOLSM301124,12,4,17-02-2019 PM 9:04:30
301,1,Photo,0.671353356467632,12.526,14.811,19.997,202.072,90.001,504.096,3999.03,5007.347,5.107,92.033,30.0,NOLSM302125,12,5,17-02-2019 PM 9:04:30
302,2,Photo,1.0154190669925982,13.45,14.945,20.003,200.137,90.001,498.489,4057.631,4936.117,5.018,91.822,29.998,NOLSM303126,12,6,17-02-2019 PM 9:04:30
