Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,No_Die,Lot_Num,Wafer_Num,Datetime
2,Implantation,1.138313e+16,1.445666e+17,4.622805e+17,3.012111e+17,6e+17,32373.180,0.01,100.696,921,152,NOLSM149614,6,14,22-02-2019 ?? 9:04:30
3,Implantation,1.273986e+16,1.480211e+17,3.751581e+17,2.99037e+17,6e+17,31400.424,0.01,100.826,882,155,NOLSM150615,6,15,22-02-2019 ?? 9:04:30
3,Implantation,1.522519e+16,1.756219e+17,5.117484e+17,3.022123e+17,5.999986e+17,30763.793,0.01,99.639,895,156,NOLSM151616,6,16,22-02-2019 ?? 9:04:30
2,Implantation,1.73481e+16,8.088527e+16,5.51102e+17,2.990091e+17,6e+17,32021.918,0.01,102.771,909,153,NOLSM152617,6,17,22-02-2019 ?? 9:04:30
1,Implantation,1.181524e+16,1.879608e+17,1.017609e+18,3.017916e+17,5.999969e+17,30633.380,0.01,104.584,905,154,NOLSM153618,6,18,22-02-2019 ?? 9:04:30
1,Implantation,1.039599e+16,7.741378e+16,9.513346e+16,3.011739e+17,5.99999e+17,30605.867,0.01,102.588,886,156,NOLSM154619,6,19,22-02-2019 ?? 9:04:30
2,Implantation,1.230496e+16,7.143768e+16,3.829758e+17,2.990552e+17,5.999984e+17,32150.501,0.01,102.687,898,154,NOLSM155620,6,20,22-02-2019 ?? 9:04:30
3,Implantation,1.294526e+16,1.37207e+17,3.088215e+17,2.989704e+17,5.999984e+17,33009.054,0.01,101.899,915,154,NOLSM156621,6,21,22-02-2019 ?? 9:04:30
2,Implantation,1.35092e+16,6.674221e+16,6.272869e+17,2.984365e+17,5.999997e+17,31843.827,0.01,100.682,912,152,NOLSM157622,6,22,22-02-2019 ?? 9:04:30
1,Implantation,2.211565e+16,1.513381e+17,4.067692e+17,3.010757e+17,5.999996e+17,31872.384,0.01,104.516,898,152,NOLSM158623,6,23,22-02-2019 ?? 9:04:30
1,Implantation,9.309446e+15,4.149363e+16,8.62381e+17,2.991635e+17,6.000007e+17,31336.263,0.01,102.568,895,156,NOLSM159624,6,24,22-02-2019 ?? 9:04:30
2,Implantation,1.359298e+16,1.179273e+17,5.842273e+17,3.009998e+17,5.999987e+17,33259.559,0.01,103.466,866,157,NOLSM160625,6,25,22-02-2019 ?? 9:04:30
3,Implantation,1.454792e+16,9.280472e+16,5.698725e+17,2.984876e+17,6.000016e+17,31061.816,0.01,100.571,908,153,NOLSM161626,6,26,22-02-2019 ?? 9:04:30
3,Implantation,1.178513e+16,1.381948e+17,1.134256e+17,2.982679e+17,5.999995e+17,32412.623,0.01,100.917,905,150,NOLSM162627,6,27,22-02-2019 ?? 9:04:30
2,Implantation,9.26715e+15,8.88119e+16,8.099345e+17,3.012816e+17,5.999989e+17,31617.743,0.01,104.322,891,152,NOLSM16371,7,1,23-02-2019 ?? 9:04:30
1,Implantation,1.445783e+16,1.711112e+17,6.845002e+17,3.006714e+17,5.999997e+17,31073.304,0.01,104.046,894,155,NOLSM16472,7,2,23-02-2019 ?? 9:04:30
1,Implantation,8.324611e+15,1.338184e+17,8.381328e+17,3.02621e+17,6e+17,30527.029,0.01,105.044,914,153,NOLSM16573,7,3,23-02-2019 ?? 9:04:30
2,Implantation,1.960257e+16,9.82196e+16,6.887336e+17,2.998646e+17,6.000009e+17,31488.967,0.01,101.687,919,155,NOLSM16674,7,4,23-02-2019 ?? 9:04:30
3,Implantation,6.852875e+15,1.393197e+17,5.958108e+17,3.002936e+17,6.000006e+17,32340.532,0.01,102.582,920,154,NOLSM16775,7,5,23-02-2019 ?? 9:04:30
3,Implantation,9.295209e+15,1.24189e+17,1.111862e+18,3.015878e+17,5.999992e+17,31485.171,0.01,104.046,914,153,NOLSM16876,7,6,23-02-2019 ?? 9:04:30
2,Implantation,1.28091e+16,3.263015e+16,7.457205e+17,3.000319e+17,6.00001e+17,32281.227,0.01,103.846,899,157,NOLSM16977,7,7,23-02-2019 ?? 9:04:30
1,Implantation,6.910607e+15,1.179015e+17,7.895323e+17,2.995926e+17,5.999982e+17,31613.412,0.01,103.105,867,154,NOLSM17078,7,8,23-02-2019 ?? 9:04:30
1,Implantation,1.998659e+16,1.35073e+17,6.039347e+17,2.993397e+17,6.000008e+17,31933.395,0.01,100.853,891,153,NOLSM17179,7,9,23-02-2019 ?? 9:04:30
2,Implantation,1.214373e+16,1.456735e+17,9.900407e+17,3.011757e+17,5.999985e+17,32572.997,0.01,102.439,884,153,NOLSM172710,7,10,23-02-2019 ?? 9:04:30
3,Implantation,1.28095e+16,1.388568e+17,5.165917e+17,2.98098e+17,5.999997e+17,30988.997,0.01,103.606,882,155,NOLSM173711,7,11,23-02-2019 ?? 9:04:30
2,Implantation,1.240516e+16,1.657689e+17,9.269538e+16,2.9903e+17,5.999998e+17,31246.691,0.01,104.056,891,153,NOLSM174712,7,12,23-02-2019 ?? 9:04:30
1,Implantation,2.331967e+16,1.266078e+17,6.360348e+17,3.004637e+17,5.99999e+17,31441.726,0.01,101.041,914,152,NOLSM175713,7,13,23-02-2019 ?? 9:04:30
1,Implantation,1.562227e+16,1.375823e+17,3.538798e+17,3.014429e+17,5.999985e+17,31784.636,0.01,98.623,879,155,NOLSM176714,7,14,23-02-2019 ?? 9:04:30
3,Implantation,1.554764e+16,6.929169e+16,5.596123e+17,2.996519e+17,6.000001e+17,32590.331,0.01,100.715,887,154,NOLSM177715,7,15,23-02-2019 ?? 9:04:30
3,Implantation,1.075252e+16,2.16119e+16,7.036007e+16,2.997973e+17,5.999983e+17,30585.399,0.01,102.692,915,155,NOLSM178716,7,16,23-02-2019 ?? 9:04:30
1,Implantation,1.17469e+16,6.607904e+16,3.313936e+17,3.008164e+17,5.999981e+17,31756.475,0.01,104.722,922,151,NOLSM179717,7,17,23-02-2019 ?? 9:04:30
1,Implantation,1.597686e+16,1.349462e+17,6.715039e+17,2.986347e+17,6.000008e+17,30418.922,0.01,103.391,890,157,NOLSM180718,7,18,23-02-2019 ?? 9:04:30
2,Implantation,1.09992e+16,1.68295e+17,5.632722e+17,3.013165e+17,5.999983e+17,31410.459,0.01,104.351,905,154,NOLSM181719,7,19,23-02-2019 ?? 9:04:30
3,Implantation,9.305911e+15,7.489806e+16,3.278405e+17,3.008853e+17,6.000015e+17,32178.830,0.01,102.592,909,157,NOLSM182720,7,20,23-02-2019 ?? 9:04:30
3,Implantation,1.676121e+16,7.882188e+16,6.855003e+17,3.008471e+17,6.00001e+17,33085.183,0.01,101.153,858,153,NOLSM183721,7,21,23-02-2019 ?? 9:04:30
2,Implantation,1.447273e+16,1.322467e+17,1.097539e+17,3.031102e+17,5.999988e+17,30972.523,0.01,104.541,904,155,NOLSM184722,7,22,23-02-2019 ?? 9:04:30
1,Implantation,9.393505e+15,1.770586e+17,6.660914e+17,3.008341e+17,5.999998e+17,31807.558,0.01,102.336,932,155,NOLSM185723,7,23,23-02-2019 ?? 9:04:30
1,Implantation,5.627771e+15,1.2767e+17,9.867647e+17,3.00361e+17,5.999999e+17,30912.449,0.01,103.123,928,156,NOLSM186724,7,24,23-02-2019 ?? 9:04:30
2,Implantation,1.472642e+16,1.688864e+17,7.683746e+17,3.028871e+17,5.999976e+17,32605.348,0.01,104.080,891,152,NOLSM187725,7,25,23-02-2019 ?? 9:04:30
3,Implantation,8.723082e+15,3.869964e+16,7.662455e+17,2.983475e+17,6.000023e+17,31458.025,0.01,102.970,904,156,NOLSM188726,7,26,23-02-2019 ?? 9:04:30
3,Implantation,1.321898e+16,5.756609e+16,5.472398e+17,2.991873e+17,5.999987e+17,32346.439,0.01,100.220,913,151,NOLSM189727,7,27,23-02-2019 ?? 9:04:30
2,Implantation,1.444351e+16,1.205232e+17,5.280757e+17,3.027919e+17,5.999984e+17,33280.627,0.01,100.796,904,152,NOLSM19081,8,1,24-02-2019 ?? 9:04:30
1,Implantation,1.550799e+16,1.401972e+17,5.781039e+17,3.000688e+17,5.999996e+17,31912.806,0.01,102.332,895,156,NOLSM19182,8,2,24-02-2019 ?? 9:04:30
1,Implantation,8.08077e+15,1.890322e+17,4.873432e+17,2.985538e+17,5.999996e+17,32777.771,0.01,102.857,879,150,NOLSM19283,8,3,24-02-2019 ?? 9:04:30
2,Implantation,1.528715e+16,7.155311e+16,1.238149e+18,3.016638e+17,5.99999e+17,31290.562,0.01,106.970,870,157,NOLSM19384,8,4,24-02-2019 ?? 9:04:30
3,Implantation,1.132983e+16,4.059623e+16,8.226191e+17,3.013116e+17,5.999979e+17,31298.499,0.01,101.301,894,157,NOLSM19485,8,5,24-02-2019 ?? 9:04:30
3,Implantation,1.239625e+16,5.157242e+16,5.179337e+17,3.012657e+17,5.999994e+17,30209.569,0.01,102.224,923,157,NOLSM19586,8,6,24-02-2019 ?? 9:04:30
2,Implantation,7.394288e+15,7.222335e+16,8.494927e+17,2.997346e+17,6.000006e+17,32162.117,0.01,102.221,898,156,NOLSM19687,8,7,24-02-2019 ?? 9:04:30
1,Implantation,1.272695e+16,7.624277e+15,6.698066e+17,2.984496e+17,5.999988e+17,32339.953,0.01,104.815,899,155,NOLSM19788,8,8,24-02-2019 ?? 9:04:30
1,Implantation,8.427825e+15,6.959656e+16,4.736272e+17,2.988539e+17,5.999992e+17,31741.742,0.01,105.283,904,157,NOLSM19889,8,9,24-02-2019 ?? 9:04:30
2,Implantation,1.176557e+16,3.498215e+16,4.34896e+17,3.004057e+17,6.000008e+17,31722.431,0.01,104.227,907,155,NOLSM199810,8,10,24-02-2019 ?? 9:04:30
3,Implantation,1.774019e+16,1.208584e+17,5.483021e+17,3.013538e+17,5.999992e+17,32069.305,0.01,104.593,877,156,NOLSM200811,8,11,24-02-2019 ?? 9:04:30
3,Implantation,1.324488e+16,-5.32483e+15,1.044463e+18,3.004193e+17,5.999997e+17,32157.206,0.01,100.959,919,149,NOLSM201812,8,12,24-02-2019 ?? 9:04:30
2,Implantation,9.527881e+15,8.838741e+16,4.288008e+17,2.990446e+17,5.999992e+17,31335.445,0.01,104.221,906,154,NOLSM202813,8,13,24-02-2019 ?? 9:04:30
1,Implantation,1.131331e+16,2.720974e+17,6.652069e+17,2.993034e+17,5.999995e+17,30860.348,0.01,104.622,904,154,NOLSM203814,8,14,24-02-2019 ?? 9:04:30
1,Implantation,1.907447e+16,1.087286e+17,1.315591e+17,3.0285e+17,5.999977e+17,31055.863,0.01,103.647,890,154,NOLSM204815,8,15,24-02-2019 ?? 9:04:30
3,Implantation,1.364513e+16,5.262068e+16,3.972378e+17,3.012472e+17,5.999982e+17,32209.624,0.01,104.262,897,152,NOLSM205816,8,16,24-02-2019 ?? 9:04:30
3,Implantation,8.377768e+15,1.430353e+17,9.445864e+17,3.003359e+17,5.999983e+17,31158.129,0.01,105.389,892,158,NOLSM206817,8,17,24-02-2019 ?? 9:04:30
2,Implantation,1.771604e+16,1.16114e+17,4.535872e+17,2.995343e+17,5.999983e+17,31315.872,0.01,104.129,875,156,NOLSM207818,8,18,24-02-2019 ?? 9:04:30
1,Implantation,1.074804e+16,1.773422e+17,1.102313e+18,3.000273e+17,5.999992e+17,31307.494,0.01,102.620,899,154,NOLSM208819,8,19,24-02-2019 ?? 9:04:30
1,Implantation,8.107519e+15,1.453047e+17,5.515847e+17,3.018922e+17,6.000024e+17,33410.508,0.01,101.369,915,153,NOLSM209820,8,20,24-02-2019 ?? 9:04:30
3,Implantation,6.514848e+15,9.707084e+16,6.275312e+17,2.993376e+17,5.999973e+17,32024.685,0.01,104.310,921,155,NOLSM210821,8,21,24-02-2019 ?? 9:04:30
3,Implantation,6.802402e+15,5.398211e+16,3.376089e+17,3.009978e+17,5.999999e+17,31914.156,0.01,103.005,919,156,NOLSM211822,8,22,24-02-2019 ?? 9:04:30
2,Implantation,1.223458e+16,5.668837e+16,6.372855e+17,3.0085e+17,5.999996e+17,32145.311,0.01,105.287,906,154,NOLSM212823,8,23,24-02-2019 ?? 9:04:30
1,Implantation,1.173663e+16,1.763142e+17,6.58742e+17,3.001228e+17,6.000012e+17,31367.451,0.01,104.953,904,156,NOLSM213824,8,24,24-02-2019 ?? 9:04:30
1,Implantation,7.497087e+15,4.30695e+16,8.263348e+17,3.009005e+17,6e+17,31803.123,0.01,101.499,924,158,NOLSM214825,8,25,24-02-2019 ?? 9:04:30
2,Implantation,1.340471e+16,8.613404e+16,7.304245e+17,3.01051e+17,5.999995e+17,32135.071,0.01,101.240,892,156,NOLSM215826,8,26,24-02-2019 ?? 9:04:30
3,Implantation,1.351702e+16,8.913411e+16,2.672081e+17,2.998232e+17,5.999971e+17,31851.921,0.01,102.118,907,157,NOLSM216827,8,27,24-02-2019 ?? 9:04:30
3,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587,0.01,97.744,914,151,NOLSM21791,9,1,25-02-2019 ?? 9:04:30
2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.538,0.01,103.454,910,152,NOLSM21892,9,2,25-02-2019 ?? 9:04:30
1,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,0.01,102.423,907,157,NOLSM21993,9,3,25-02-2019 ?? 9:04:30
1,Implantation,1.165592e+16,7.800635e+15,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,0.01,103.422,900,155,NOLSM22094,9,4,25-02-2019 ?? 9:04:30
2,Implantation,9.576587e+15,1.348716e+17,5.707538e+17,2.992264e+17,5.999979e+17,32407.745,0.01,102.429,900,150,NOLSM22195,9,5,25-02-2019 ?? 9:04:30
3,Implantation,1.865634e+16,-3.00783e+16,8.679111e+17,3.014537e+17,5.999998e+17,32497.987,0.01,102.546,919,156,NOLSM22296,9,6,25-02-2019 ?? 9:04:30
3,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,0.01,102.642,892,154,NOLSM22397,9,7,25-02-2019 ?? 9:04:30
1,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,0.01,101.624,871,155,NOLSM22498,9,8,25-02-2019 ?? 9:04:30
1,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,0.01,102.801,898,153,NOLSM22599,9,9,25-02-2019 ?? 9:04:30
2,Implantation,8.756849e+15,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,0.01,103.405,909,159,NOLSM226910,9,10,25-02-2019 ?? 9:04:30
3,Implantation,9.569839e+15,1.406667e+17,5.760478e+17,3.010703e+17,5.99998e+17,32130.960,0.01,103.151,921,152,NOLSM227911,9,11,25-02-2019 ?? 9:04:30
3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,0.01,103.157,891,152,NOLSM228912,9,12,25-02-2019 ?? 9:04:30
2,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.180,0.01,102.288,915,157,NOLSM229913,9,13,25-02-2019 ?? 9:04:30
1,Implantation,6.658436e+15,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,0.01,102.036,893,155,NOLSM230914,9,14,25-02-2019 ?? 9:04:30
1,Implantation,9.261799e+15,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.820,0.01,104.486,907,155,NOLSM231915,9,15,25-02-2019 ?? 9:04:30
2,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942,0.01,104.584,885,156,NOLSM232916,9,16,25-02-2019 ?? 9:04:30
3,Implantation,8.443158e+15,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607,0.01,102.912,905,156,NOLSM233917,9,17,25-02-2019 ?? 9:04:30
3,Implantation,9.636292e+15,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406,0.01,102.015,883,155,NOLSM234918,9,18,25-02-2019 ?? 9:04:30
2,Implantation,9.124457e+15,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,0.01,102.600,895,155,NOLSM235919,9,19,25-02-2019 ?? 9:04:30
1,Implantation,6.976466e+15,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352,0.01,103.128,900,152,NOLSM236920,9,20,25-02-2019 ?? 9:04:30
1,Implantation,4.552835e+15,6.943478e+16,4.571101e+17,2.980155e+17,5.999984e+17,32496.871,0.01,104.199,916,159,NOLSM237921,9,21,25-02-2019 ?? 9:04:30
2,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,0.01,106.428,898,154,NOLSM238922,9,22,25-02-2019 ?? 9:04:30
3,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302,0.01,103.460,916,154,NOLSM239923,9,23,25-02-2019 ?? 9:04:30
2,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,0.01,105.779,884,154,NOLSM240924,9,24,25-02-2019 ?? 9:04:30
1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,0.01,102.258,897,157,NOLSM241925,9,25,25-02-2019 ?? 9:04:30
1,Implantation,6.100286e+15,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,0.01,103.030,893,157,NOLSM242926,9,26,25-02-2019 ?? 9:04:30
2,Implantation,9.910242e+15,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.470,0.01,104.863,896,155,NOLSM243927,9,27,25-02-2019 ?? 9:04:30
3,Implantation,1.183168e+16,1.182958e+17,6.363151e+17,3.001285e+17,5.999976e+17,32163.791,0.01,100.240,908,158,NOLSM244101,10,1,26-02-2019 ?? 9:04:30
3,Implantation,1.585222e+16,1.215141e+17,6.638341e+17,3.000144e+17,6.000015e+17,31833.551,0.01,102.338,886,156,NOLSM245102,10,2,26-02-2019 ?? 9:04:30
2,Implantation,1.405682e+16,1.288443e+17,3.855736e+17,3.025604e+17,5.999989e+17,32188.226,0.01,106.191,896,153,NOLSM246103,10,3,26-02-2019 ?? 9:04:30
1,Implantation,1.597538e+16,7.797816e+16,3.192013e+16,2.99328e+17,6.000016e+17,32228.325,0.01,102.064,891,158,NOLSM247104,10,4,26-02-2019 ?? 9:04:30
1,Implantation,1.313436e+16,1.08193e+17,8.476209e+17,3.000875e+17,5.999995e+17,30846.811,0.01,101.812,887,154,NOLSM248105,10,5,26-02-2019 ?? 9:04:30
3,Implantation,1.232136e+16,1.521085e+17,6.80522e+17,3.009209e+17,5.999986e+17,32759.266,0.01,106.709,904,151,NOLSM249106,10,6,26-02-2019 ?? 9:04:30
3,Implantation,1.242968e+16,9.839421e+16,4.611622e+17,3.016242e+17,5.999985e+17,32057.894,0.01,101.318,908,157,NOLSM250107,10,7,26-02-2019 ?? 9:04:30
2,Implantation,6.233876e+15,7.037664e+16,5.947363e+17,2.989103e+17,5.999991e+17,31994.968,0.01,103.206,893,155,NOLSM251108,10,8,26-02-2019 ?? 9:04:30
1,Implantation,1.50218e+16,8.483808e+16,9.327638e+17,3.012081e+17,6.000002e+17,31986.810,0.01,101.812,879,152,NOLSM252109,10,9,26-02-2019 ?? 9:04:30
1,Implantation,1.619871e+16,1.587532e+17,5.123023e+17,3.008486e+17,5.999996e+17,31791.310,0.01,104.329,873,154,NOLSM2531010,10,10,26-02-2019 ?? 9:04:30
3,Implantation,9.498101e+15,5.70262e+16,8.144654e+17,3.027718e+17,6.000008e+17,30626.351,0.01,100.865,871,156,NOLSM2541011,10,11,26-02-2019 ?? 9:04:30
2,Implantation,1.032909e+16,6.976349e+16,2.859824e+17,2.997895e+17,6e+17,31950.761,0.01,103.631,898,153,NOLSM2551012,10,12,26-02-2019 ?? 9:04:30
1,Implantation,8.473165e+15,7.007032e+16,5.183482e+17,2.994125e+17,5.999993e+17,31352.585,0.01,103.491,909,155,NOLSM2561013,10,13,26-02-2019 ?? 9:04:30
1,Implantation,1.473331e+16,6.690243e+16,6.471089e+17,3.010679e+17,5.999985e+17,30552.557,0.01,103.142,944,155,NOLSM2571014,10,14,26-02-2019 ?? 9:04:30
2,Implantation,2.48695e+15,1.05838e+17,7.887603e+17,2.988751e+17,5.999991e+17,31715.512,0.01,103.914,896,155,NOLSM2581015,10,15,26-02-2019 ?? 9:04:30
3,Implantation,1.304195e+16,1.456753e+17,6.697495e+17,2.9727e+17,6e+17,30474.163,0.01,101.145,898,156,NOLSM2591016,10,16,26-02-2019 ?? 9:04:30
3,Implantation,1.139182e+16,1.698818e+17,6.04475e+17,2.982326e+17,5.999992e+17,31692.920,0.01,102.863,931,157,NOLSM2601017,10,17,26-02-2019 ?? 9:04:30
2,Implantation,1.356244e+16,5.919922e+16,4.013921e+17,2.994179e+17,6.000002e+17,31037.529,0.01,101.615,920,155,NOLSM2611018,10,18,26-02-2019 ?? 9:04:30
1,Implantation,2.403938e+16,3.604977e+16,5.704907e+17,2.990649e+17,6.000002e+17,31925.006,0.01,102.899,889,153,NOLSM2621019,10,19,26-02-2019 ?? 9:04:30
1,Implantation,7.890002e+15,8.704451e+16,5.670733e+17,2.984156e+17,5.999988e+17,32001.770,0.01,102.186,908,154,NOLSM2631020,10,20,26-02-2019 ?? 9:04:30
2,Implantation,1.195823e+16,1.233394e+17,5.554646e+17,3.013402e+17,5.999994e+17,31568.412,0.01,103.001,902,156,NOLSM2641021,10,21,26-02-2019 ?? 9:04:30
3,Implantation,8.223848e+15,1.444942e+17,6.399594e+17,2.999216e+17,5.999984e+17,32672.059,0.01,104.117,879,152,NOLSM2651022,10,22,26-02-2019 ?? 9:04:30
3,Implantation,7.688622e+15,1.229357e+17,6.916929e+17,3.007895e+17,6.000011e+17,32628.909,0.01,98.842,919,155,NOLSM2661023,10,23,26-02-2019 ?? 9:04:30
2,Implantation,1.794113e+16,8.315049e+16,6.335826e+17,2.98954e+17,5.999991e+17,31536.829,0.01,104.620,912,154,NOLSM2671024,10,24,26-02-2019 ?? 9:04:30
1,Implantation,2.120762e+15,4.489405e+16,-6.59711e+16,2.990932e+17,5.999983e+17,30765.724,0.01,103.031,907,153,NOLSM2681025,10,25,26-02-2019 ?? 9:04:30
1,Implantation,1.25245e+16,1.106428e+17,2.398444e+17,3.00357e+17,6.000021e+17,30855.999,0.01,103.879,902,155,NOLSM2691026,10,26,26-02-2019 ?? 9:04:30
2,Implantation,1.216001e+16,9.774236e+16,1.115656e+18,3.019329e+17,6.000013e+17,30260.942,0.01,104.194,893,154,NOLSM2701027,10,27,26-02-2019 ?? 9:04:30
3,Implantation,1.15029e+16,1.289114e+17,8.390272e+17,3.015963e+17,6.000008e+17,32089.235,0.01,100.754,888,156,NOLSM271111,11,1,27-02-2019 ?? 9:04:30
3,Implantation,1.406594e+16,1.1823e+17,1.232127e+18,3.004565e+17,5.999977e+17,31101.358,0.01,104.603,890,153,NOLSM272112,11,2,27-02-2019 ?? 9:04:30
2,Implantation,1.105791e+16,5.077521e+16,4.174914e+17,2.996037e+17,5.99999e+17,31101.109,0.01,102.154,888,154,NOLSM273113,11,3,27-02-2019 ?? 9:04:30
1,Implantation,7.589612e+15,4.075208e+16,4.127928e+17,2.982843e+17,5.999978e+17,31914.677,0.01,103.802,904,153,NOLSM274114,11,4,27-02-2019 ?? 9:04:30
1,Implantation,7.100056e+15,6.083281e+16,5.684647e+17,2.994999e+17,6.000006e+17,31281.213,0.01,101.050,887,155,NOLSM275115,11,5,27-02-2019 ?? 9:04:30
2,Implantation,1.478757e+16,6.287714e+16,5.660627e+17,2.997258e+17,5.999999e+17,32238.201,0.01,100.772,901,155,NOLSM276116,11,6,27-02-2019 ?? 9:04:30
3,Implantation,8.372853e+15,1.163261e+17,5.911131e+17,2.990459e+17,5.999992e+17,30611.506,0.01,103.577,915,151,NOLSM277117,11,7,27-02-2019 ?? 9:04:30
3,Implantation,1.349019e+16,-1.67776e+16,8.485189e+17,2.995078e+17,6.000001e+17,32930.382,0.01,104.111,894,153,NOLSM278118,11,8,27-02-2019 ?? 9:04:30
2,Implantation,1.444822e+16,1.380889e+17,4.478955e+17,2.98712e+17,5.999984e+17,32577.756,0.01,100.455,913,153,NOLSM279119,11,9,27-02-2019 ?? 9:04:30
1,Implantation,1.650883e+16,1.009563e+17,6.965774e+17,2.991133e+17,5.999998e+17,30639.973,0.01,101.681,886,155,NOLSM2801110,11,10,27-02-2019 ?? 9:04:30
1,Implantation,1.200828e+16,1.041348e+17,6.864569e+17,3.018891e+17,5.999986e+17,32421.295,0.01,101.155,884,159,NOLSM2811111,11,11,27-02-2019 ?? 9:04:30
2,Implantation,1.427964e+16,1.229257e+17,3.73114e+17,3.006077e+17,5.999971e+17,31535.790,0.01,102.354,873,150,NOLSM2821112,11,12,27-02-2019 ?? 9:04:30
3,Implantation,7.621957e+15,6.395204e+16,4.37063e+17,3.006726e+17,6.000012e+17,31051.425,0.01,105.095,891,156,NOLSM2831113,11,13,27-02-2019 ?? 9:04:30
3,Implantation,1.579009e+16,2.115879e+17,6.828573e+17,2.978114e+17,5.999993e+17,31362.147,0.01,102.547,898,156,NOLSM2841114,11,14,27-02-2019 ?? 9:04:30
2,Implantation,1.016789e+16,6.334244e+16,3.515321e+17,3.018095e+17,5.999984e+17,31990.919,0.01,103.674,915,154,NOLSM2851115,11,15,27-02-2019 ?? 9:04:30
1,Implantation,1.386389e+16,2.266874e+16,6.216011e+17,2.994526e+17,6.000025e+17,30310.730,0.01,101.148,906,155,NOLSM2861116,11,16,27-02-2019 ?? 9:04:30
1,Implantation,1.767003e+16,1.552685e+17,7.535432e+17,2.984793e+17,5.999997e+17,31613.386,0.01,105.532,913,159,NOLSM2871117,11,17,27-02-2019 ?? 9:04:30
2,Implantation,7.638602e+15,1.588784e+17,5.85203e+17,2.971368e+17,6.000005e+17,31566.201,0.01,103.891,886,153,NOLSM2881118,11,18,27-02-2019 ?? 9:04:30
3,Implantation,1.797894e+16,1.819986e+17,5.510946e+17,3.005189e+17,5.999976e+17,29986.195,0.01,101.488,923,155,NOLSM2891119,11,19,27-02-2019 ?? 9:04:30
3,Implantation,1.121973e+16,1.087644e+17,4.840205e+17,3.009846e+17,5.999974e+17,31292.696,0.01,102.588,888,154,NOLSM2901120,11,20,27-02-2019 ?? 9:04:30
2,Implantation,1.809135e+16,1.512275e+17,5.605662e+17,2.994305e+17,6.000002e+17,32226.582,0.01,102.695,936,153,NOLSM2911121,11,21,27-02-2019 ?? 9:04:30
1,Implantation,1.262914e+16,8.179143e+16,1.019797e+18,3.024171e+17,5.99998e+17,32025.475,0.01,105.206,924,157,NOLSM2921122,11,22,27-02-2019 ?? 9:04:30
1,Implantation,1.297908e+16,1.763936e+17,6.911361e+17,2.99513e+17,5.999993e+17,31834.866,0.01,101.258,919,152,NOLSM2931123,11,23,27-02-2019 ?? 9:04:30
3,Implantation,1.105377e+16,1.321979e+17,6.293645e+17,3.014156e+17,6.000012e+17,33675.551,0.01,103.056,911,157,NOLSM2941124,11,24,27-02-2019 ?? 9:04:30
3,Implantation,1.527196e+16,1.230644e+17,2.971368e+17,3.016933e+17,5.999984e+17,31139.137,0.01,104.859,915,153,NOLSM2951125,11,25,27-02-2019 ?? 9:04:30
2,Implantation,1.617996e+16,9.048317e+16,3.452461e+17,2.990026e+17,6.000003e+17,31366.628,0.01,103.293,875,152,NOLSM2961126,11,26,27-02-2019 ?? 9:04:30
1,Implantation,1.834814e+16,-2.76926e+16,1.050701e+18,3.003007e+17,6e+17,31408.661,0.01,103.015,902,156,NOLSM2971127,11,27,27-02-2019 ?? 9:04:30
