,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,No_Die,Reinforcement,Unnamed: 0_x,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Range_check,Unnamed: 0_y,Etching_Chamber,Process 3,Temp_Etching,Source_Power,Selectivity,Thin Film 4,Thin Film 3,Thin Film 2,Thin Film 1,Etching_rate,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Error_message,target_binom,Chamber_Route
184,2,Oxidation,dry,1048.4568703,O2,35.45,0.196,32.0,711.146,NOLSM185723,False,184,1,Photo,0.951469255884716,15.099,15.026,20.003,199.123,90.001,497.264,4070.621,4894.696,5.046,91.524,30.01,3,46.862,I,365,504.806,108.156,True,184,1,Etching,69.226,50.722,1.027,496.0,511.11,547.52,604.89,2.72225,1,Implantation,9393505000000000.0,1.770586e+17,6.660914e+17,3.008341e+17,5.999998e+17,31807.558,102.336,932.0,155,78,none,0.0,route_21311
185,2,Oxidation,dry,1013.5237454,O2,38.34,0.217,148.0,715.371,NOLSM186724,False,185,2,Photo,1.085963007914665,18.091,14.983,20.003,204.107,90.001,500.541,4152.677,5084.34,4.881,93.523,30.003,1,41.583,I,365,548.78,107.644,True,185,1,Etching,69.731,50.691,1.048,348.0,362.29,398.68,455.78,2.6944999999999992,1,Implantation,5627771000000000.0,1.2767e+17,9.867647e+17,3.00361e+17,5.999999e+17,30912.449,103.123,928.0,156,71,none,0.0,route_22111
186,2,Oxidation,dry,1169.9306805,O2,28.53,0.202,173.0,718.435,NOLSM187725,False,186,2,Photo,1.0457187302347049,15.6,14.918,19.999,200.389,90.0,498.193,4022.818,5047.624,4.987,92.635,29.998,2,38.5,H,405,512.505,107.739,True,186,2,Etching,70.799,50.982,1.004,182.0,197.16,233.88,290.86,2.7215000000000003,2,Implantation,1.472642e+16,1.688864e+17,7.683746e+17,3.028871e+17,5.999976e+17,32605.348,104.08,891.0,152,66,none,0.0,route_22222
187,2,Oxidation,dry,1071.0033373,O2,43.12,0.195,116.0,711.971,NOLSM188726,False,187,2,Photo,1.2305936853621429,14.93,14.98,20.0,200.739,90.0,503.645,4003.558,5053.991,5.115,91.418,30.002,3,34.302,I,365,539.554,106.868,True,187,3,Etching,71.364,50.746,1.039,596.0,610.49,647.09,704.52,2.7129999999999996,3,Implantation,8723082000000000.0,3.869964e+16,7.662455e+17,2.983475e+17,6.000023e+17,31458.025,102.97,904.0,156,163,none,0.0,route_22333
188,2,Oxidation,wet,1102.8101268,H2O,38.08,0.212,122.0,706.134,NOLSM189727,False,188,3,Photo,0.8468136207456538,19.501,15.08,19.997,201.554,90.0,502.111,3963.457,5128.554,5.024,92.661,29.996,1,42.127,I,365,494.199,109.12,True,188,3,Etching,69.199,51.267,1.038,491.0,506.98,543.91,601.31,2.757749999999999,3,Implantation,1.321898e+16,5.756609e+16,5.472398e+17,2.991873e+17,5.999987e+17,32346.439,100.22,913.0,151,187,none,0.0,route_23133
189,2,Oxidation,dry,1174.0130299,O2,37.49,0.212,84.0,721.304,NOLSM19081,False,189,3,Photo,0.7257260807877057,13.151,14.893,20.001,199.617,90.0,497.666,4019.231,5089.878,5.018,96.209,30.006,2,47.002,G,436,561.787,107.763,True,189,2,Etching,70.938,51.7,1.032,362.0,377.31,414.21,471.39,2.7347499999999996,2,Implantation,1.444351e+16,1.205232e+17,5.280757e+17,3.027919e+17,5.999984e+17,33280.627,100.796,904.0,152,110,none,0.0,route_23222
190,2,Oxidation,dry,1165.6177734,O2,22.88,0.199,67.0,704.568,NOLSM19182,False,190,3,Photo,1.0628557753123986,15.084,15.104,20.0,199.515,90.0,503.304,4083.328,5069.597,4.944,94.821,29.999,3,33.488,I,365,517.433,109.42,True,190,1,Etching,70.42,51.753,1.007,363.0,376.73,413.17,470.43,2.68575,1,Implantation,1.550799e+16,1.401972e+17,5.781039e+17,3.000688e+17,5.999996e+17,31912.806,102.332,895.0,156,93,none,0.0,route_23311
191,3,Oxidation,wet,1014.7956354,H2O,27.37,0.202,146.0,697.739,NOLSM19283,True,191,1,Photo,0.9509051436776697,17.282,15.048,19.999,200.179,90.0,498.791,4037.263,5027.68,5.02,91.704,30.009,1,41.141,I,365,501.93,106.093,True,191,1,Etching,71.804,51.214,1.042,430.0,444.29,480.71,537.84,2.6960000000000006,1,Implantation,8080770000000000.0,1.890322e+17,4.873432e+17,2.985538e+17,5.999996e+17,32777.771,102.857,879.0,150,106,none,0.0,route_31111
192,3,Oxidation,dry,1169.6940113,O2,33.16,0.207,28.0,706.325,NOLSM19384,False,192,1,Photo,1.0154831706524896,14.697,15.015,19.997,200.906,89.998,497.523,3927.506,5002.992,4.919,91.435,30.001,2,17.674,H,405,496.14,107.139,False,192,2,Etching,72.665,51.976,1.003,208.0,222.74,259.41,316.58000000000004,2.714500000000001,2,Implantation,1.528715e+16,7.155311e+16,1.238149e+18,3.016638e+17,5.99999e+17,31290.562,106.97,870.0,157,106,none,0.0,route_31222
193,3,Oxidation,dry,1124.7437674,O2,29.0,0.216,123.0,693.27,NOLSM19485,True,193,1,Photo,0.9855809501017112,16.185,15.003,19.996,197.236,90.0,498.683,4054.51,5040.111,5.094,94.209,30.006,3,32.638,H,405,502.919,107.975,True,193,3,Etching,72.487,50.941,1.02,213.0,228.49,265.11,322.23,2.7307500000000005,3,Implantation,1.132983e+16,4.059623e+16,8.226191e+17,3.013116e+17,5.999979e+17,31298.499,101.301,894.0,157,53,none,0.0,route_31333
194,3,Oxidation,wet,1019.0091796,H2O,31.53,0.222,90.0,697.074,NOLSM19586,True,194,2,Photo,0.87859621531992,18.824,15.07,19.997,200.869,90.001,504.038,3989.324,4958.343,4.887,92.444,30.001,1,38.117,H,405,515.126,108.196,True,194,3,Etching,70.598,51.878,1.02,447.0,462.1,498.66,555.8000000000001,2.7200000000000015,3,Implantation,1.239625e+16,5.157242e+16,5.179337e+17,3.012657e+17,5.999994e+17,30209.569,102.224,923.0,157,111,none,0.0,route_32133
195,3,Oxidation,wet,1173.6725946,H2O,34.34,0.208,64.0,697.413,NOLSM19687,True,195,2,Photo,1.0423169626831228,13.058,15.032,19.992,197.797,89.999,498.602,4036.729,4997.91,5.14,90.421,30.0,2,51.562,I,365,493.986,110.285,True,195,2,Etching,72.771,51.995,1.059,457.0,471.32,507.86,564.79,2.694749999999999,2,Implantation,7394288000000000.0,7.222335e+16,8.494927e+17,2.997346e+17,6.000006e+17,32162.117,102.221,898.0,156,147,none,0.0,route_32222
196,3,Oxidation,dry,1124.8925255,O2,34.65,0.199,100.0,716.271,NOLSM19788,False,196,2,Photo,0.8610830954375288,17.22,15.011,19.997,198.221,89.999,504.972,3911.508,5054.012,5.097,90.527,29.989,3,62.295,I,365,516.22,108.112,False,196,1,Etching,70.127,51.007,1.039,509.0,522.45,558.8100000000001,615.7900000000001,2.669750000000002,1,Implantation,1.272695e+16,7624277000000000.0,6.698066e+17,2.984496e+17,5.999988e+17,32339.953,104.815,899.0,155,78,none,0.0,route_32311
197,3,Oxidation,dry,1034.3199337,O2,38.61,0.219,109.0,718.706,NOLSM19889,False,197,3,Photo,1.027820988392964,13.059,15.086,20.0,201.702,90.0,500.072,4000.58,5067.165,5.022,91.686,30.004,1,25.349,G,436,501.722,109.607,True,197,1,Etching,72.067,51.012,1.031,462.0,476.71,513.04,570.11,2.7027500000000004,1,Implantation,8427825000000000.0,6.959656e+16,4.736272e+17,2.988539e+17,5.999992e+17,31741.742,105.283,904.0,157,128,none,0.0,route_33111
198,3,Oxidation,dry,1087.3046885,O2,30.16,0.209,163.0,710.971,NOLSM199810,False,198,3,Photo,0.893728952631669,18.062,14.968,19.999,201.582,90.001,496.137,4024.921,5121.452,5.109,93.826,30.003,2,41.313,H,405,523.504,104.712,True,198,2,Etching,71.605,50.806,1.063,315.0,328.81,365.38,422.6,2.6900000000000004,2,Implantation,1.176557e+16,3.498215e+16,4.34896e+17,3.004057e+17,6.000008e+17,31722.431,104.227,907.0,155,96,none,0.0,route_33222
199,3,Oxidation,wet,1213.6404404,H2O,33.43,0.221,138.0,708.001,NOLSM200811,False,199,3,Photo,0.9606531735585224,16.618,15.03,19.986,203.769,90.0,499.615,4048.829,5065.6,4.984,91.11,30.005,3,44.48,H,405,534.419,109.304,True,199,3,Etching,71.254,51.148,1.037,343.0,358.64,395.18,452.22,2.7305000000000006,3,Implantation,1.774019e+16,1.208584e+17,5.483021e+17,3.013538e+17,5.999992e+17,32069.305,104.593,877.0,156,107,none,0.0,route_33333
201,1,Oxidation,dry,1139.6615652,O2,38.15,0.195,124.0,710.619,NOLSM202813,False,201,1,Photo,1.1286090360518983,15.094,14.951,19.995,201.047,90.0,502.695,3999.588,5030.543,5.09,90.235,29.991,2,38.862,G,436,547.004,107.442,True,201,2,Etching,70.397,51.179,1.01,418.0,432.31,468.93,525.88,2.697,2,Implantation,9527881000000000.0,8.838741e+16,4.288008e+17,2.990446e+17,5.999992e+17,31335.445,104.221,906.0,154,113,none,0.0,route_11222
202,1,Oxidation,dry,948.68616506,O2,29.73,0.205,44.0,705.763,NOLSM203814,False,202,1,Photo,1.2791543445187097,16.122,15.047,20.0,198.718,89.999,503.025,4048.65,4937.847,4.948,92.042,29.997,3,50.672,I,365,517.648,107.582,True,202,1,Etching,71.25,52.514,1.076,401.0,415.51,452.22,509.25,2.70625,1,Implantation,1.131331e+16,2.720974e+17,6.652069e+17,2.993034e+17,5.999995e+17,30860.348,104.622,904.0,154,192,none,0.0,route_11311
203,1,Oxidation,wet,1123.1508657,H2O,35.57,0.212,79.0,708.062,NOLSM204815,False,203,2,Photo,1.0853006034291184,17.557,15.014,19.997,200.84,90.0,501.612,4054.936,5050.988,5.023,94.128,29.997,1,40.704,G,436,521.522,108.033,True,203,1,Etching,71.096,51.129,1.026,314.0,329.18,365.71,423.0700000000001,2.7267500000000027,1,Implantation,1.907447e+16,1.087286e+17,1.315591e+17,3.0285e+17,5.999977e+17,31055.863,103.647,890.0,154,73,none,0.0,route_12111
204,1,Oxidation,wet,1058.9094369,H2O,39.16,0.213,110.0,690.937,NOLSM205816,True,204,2,Photo,0.9071779004769313,14.323,14.982,19.993,203.182,90.0,500.242,4058.549,4985.531,5.023,93.312,29.989,3,54.497,H,405,524.248,107.738,True,204,3,Etching,70.583,50.646,1.028,331.0,344.59,381.43,438.78,2.6944999999999992,3,Implantation,1.364513e+16,5.262068e+16,3.972378e+17,3.012472e+17,5.999982e+17,32209.624,104.262,897.0,152,97,none,0.0,route_12333
205,1,Oxidation,dry,1115.6996049,O2,25.62,0.2,82.0,716.675,NOLSM206817,False,205,3,Photo,1.1427374826920118,12.451,15.02,19.995,196.676,90.002,501.408,4063.154,5063.012,5.079,92.48,29.988,1,44.973,G,436,536.493,108.19,True,205,3,Etching,71.727,51.146,1.035,264.0,278.43,315.45,372.73,2.7182500000000003,3,Implantation,8377768000000000.0,1.430353e+17,9.445864e+17,3.003359e+17,5.999983e+17,31158.129,105.389,892.0,158,128,none,0.0,route_13133
206,1,Oxidation,wet,1097.8598172,H2O,34.48,0.219,111.0,709.689,NOLSM207818,False,206,3,Photo,0.761816441306689,18.899,15.013,20.001,200.943,89.999,504.074,4076.151,5036.475,5.034,90.139,29.998,2,46.204,I,365,518.728,105.775,True,206,2,Etching,69.297,51.531,1.002,287.0,301.45,338.05,395.29,2.7072500000000006,2,Implantation,1.771604e+16,1.16114e+17,4.535872e+17,2.995343e+17,5.999983e+17,31315.872,104.129,875.0,156,88,none,0.0,route_13222
207,1,Oxidation,wet,991.64329611,H2O,31.65,0.226,126.0,720.765,NOLSM208819,False,207,3,Photo,0.9528410742063966,17.055,14.949,20.002,202.936,89.999,503.762,4000.936,5011.931,4.965,92.195,29.999,3,36.332,G,436,509.585,107.265,True,207,1,Etching,70.934,51.142,1.032,361.0,375.55,412.11,469.25,2.70625,1,Implantation,1.074804e+16,1.773422e+17,1.102313e+18,3.000273e+17,5.999992e+17,31307.494,102.62,899.0,154,114,none,0.0,route_13311
208,2,Oxidation,wet,1231.3684367,H2O,31.72,0.211,59.0,709.535,NOLSM209820,False,208,1,Photo,0.9000111113010478,15.157,15.173,19.989,200.202,90.0,500.182,4086.61,4911.694,4.94,94.776,30.0,1,35.481,G,436,509.365,106.466,True,208,1,Etching,71.382,51.039,1.042,452.0,467.22,503.62,560.92,2.722999999999999,1,Implantation,8107519000000000.0,1.453047e+17,5.515847e+17,3.018922e+17,6.000024e+17,33410.508,101.369,915.0,153,86,none,0.0,route_21111
209,2,Oxidation,dry,1115.1705168,O2,31.0,0.211,80.0,705.928,NOLSM210821,False,209,1,Photo,0.8012701071813193,15.65,15.01,19.996,205.561,90.0,501.265,3966.962,5142.855,4.986,91.951,30.004,3,35.155,I,365,462.733,107.413,True,209,3,Etching,71.149,50.15,1.039,343.0,356.8,393.48,450.42,2.6855,3,Implantation,6514848000000000.0,9.707084e+16,6.275312e+17,2.993376e+17,5.999973e+17,32024.685,104.31,921.0,155,72,none,0.0,route_21333
210,2,Oxidation,dry,955.89512585,O2,36.92,0.209,120.0,719.825,NOLSM211822,False,210,2,Photo,1.1705029145797363,16.394,15.129,20.0,201.546,90.001,497.688,4072.796,5006.05,5.077,91.217,30.003,1,52.371,H,405,508.484,110.106,True,210,3,Etching,72.08,50.514,0.996,468.0,483.36,520.29,577.29,2.732249999999999,3,Implantation,6802402000000000.0,5.398211e+16,3.376089e+17,3.009978e+17,5.999999e+17,31914.156,103.005,919.0,156,282,[['Loc']],1.0,route_22133
212,2,Oxidation,dry,1247.5975019,O2,37.04,0.198,121.0,700.67,NOLSM213824,False,212,2,Photo,1.2596967469529394,17.926,14.956,20.002,203.181,90.0,499.72,4069.262,5030.982,5.03,90.846,29.99,3,46.062,G,436,526.065,108.374,True,212,1,Etching,70.2,51.514,1.024,351.0,365.15,401.51,458.58,2.6895,1,Implantation,1.173663e+16,1.763142e+17,6.58742e+17,3.001228e+17,6.000012e+17,31367.451,104.953,904.0,156,82,none,0.0,route_22311
213,2,Oxidation,dry,1034.3206588,O2,29.49,0.198,116.0,708.627,NOLSM214825,False,213,3,Photo,1.090373339715209,19.64,14.973,20.004,203.188,90.001,499.941,4014.548,4941.211,5.04,91.643,30.01,1,57.38,H,405,566.582,107.714,False,213,1,Etching,70.456,51.895,1.03,378.0,391.82,428.25,485.4,2.6849999999999996,1,Implantation,7497087000000000.0,4.30695e+16,8.263348e+17,3.009005e+17,6e+17,31803.123,101.499,924.0,158,99,none,0.0,route_23111
214,2,Oxidation,wet,1088.3317188,H2O,35.07,0.223,123.0,703.902,NOLSM215826,False,214,3,Photo,1.0205430862066018,17.858,14.986,20.0,204.049,90.001,499.422,4131.916,5014.635,5.056,90.442,29.99,2,55.931,H,405,517.039,109.633,False,214,2,Etching,70.417,51.47,1.025,364.0,379.26,415.7,472.9,2.7224999999999993,2,Implantation,1.340471e+16,8.613404e+16,7.304245e+17,3.01051e+17,5.999995e+17,32135.071,101.24,892.0,156,105,none,0.0,route_23222
215,2,Oxidation,dry,1071.1599065,O2,34.51,0.192,57.0,709.961,NOLSM216827,False,215,3,Photo,1.031380878305612,17.033,14.916,19.998,204.216,90.0,501.999,4103.041,5008.04,5.077,91.37,29.994,3,45.616,G,436,532.286,110.366,True,215,3,Etching,71.754,52.099,1.028,241.0,255.43,291.84000000000003,349.12,2.7030000000000003,3,Implantation,1.351702e+16,8.913411e+16,2.672081e+17,2.998232e+17,5.999971e+17,31851.921,102.118,907.0,157,81,none,0.0,route_23333
216,3,Oxidation,dry,1016.1821997,O2,32.54,0.2,74.0,712.606,NOLSM21791,False,216,1,Photo,1.1961101899177762,13.492,15.004,19.993,201.416,90.0,502.918,4095.041,5139.177,4.902,91.486,30.004,1,36.677,H,405,516.539,108.451,True,216,3,Etching,71.303,51.381,1.01,466.0,482.35,518.71,575.95,2.748750000000001,3,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587,97.744,914.0,151,110,none,0.0,route_31133
217,3,Oxidation,wet,1066.3652125,H2O,38.17,0.194,65.0,702.893,NOLSM21892,False,217,1,Photo,0.911870288380998,12.434,15.203,19.995,200.664,90.0,499.31,3993.069,5069.222,4.968,91.885,30.009,2,38.872,H,405,514.981,108.11,True,217,2,Etching,72.657,51.998,1.028,247.0,263.28,299.72,356.79,2.7447500000000007,2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.538,103.454,910.0,152,115,none,0.0,route_31222
218,3,Oxidation,wet,1066.6422394,H2O,33.38,0.197,142.0,704.857,NOLSM21993,False,218,1,Photo,0.8188729721875587,12.544,15.003,19.999,202.708,90.001,500.372,4096.542,4983.974,4.999,93.549,30.006,3,37.774,I,365,531.362,107.916,True,218,1,Etching,71.868,51.124,1.029,400.0,413.93,450.96,508.13000000000005,2.7032500000000015,1,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,102.423,907.0,157,137,none,0.0,route_31311
219,3,Oxidation,wet,941.30739883,H2O,37.78,0.2,80.0,714.216,NOLSM22094,False,219,2,Photo,0.9154515461802766,14.07,14.977,19.998,200.457,90.0,505.328,4055.684,5034.141,4.99,88.929,29.992,1,32.526,G,436,505.873,106.326,True,219,1,Etching,71.04,51.657,1.051,465.0,480.26,516.87,573.88,2.722,1,Implantation,1.165592e+16,7800635000000000.0,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,103.422,900.0,155,163,none,0.0,route_32111
222,3,Oxidation,wet,1132.5750304,H2O,46.63,0.192,104.0,710.712,NOLSM22397,False,222,3,Photo,0.8264671190960529,13.544,15.019,20.005,203.278,90.001,499.703,3950.633,5045.996,5.039,90.67,30.005,1,27.048,G,436,473.289,109.915,True,222,3,Etching,71.406,51.159,1.022,368.0,382.64,419.19,476.5,2.7125,3,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,102.642,892.0,154,75,none,0.0,route_33133
223,3,Oxidation,dry,1190.7299135,O2,31.48,0.207,50.0,712.618,NOLSM22498,False,223,3,Photo,0.9539735721978152,16.904,15.066,19.998,200.465,90.0,498.492,4053.322,5009.163,5.095,93.751,30.009,3,39.324,G,436,521.735,106.117,True,223,1,Etching,71.876,51.545,1.032,251.0,266.21,302.66,359.91,2.7227500000000004,1,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,101.624,871.0,155,75,none,0.0,route_33311
224,1,Oxidation,dry,1112.4169776,O2,37.9,0.209,202.0,709.347,NOLSM22599,False,224,1,Photo,1.031107369356741,16.682,14.92,20.001,204.001,90.0,497.334,4141.211,4984.823,5.03,91.706,30.007,1,39.92,H,405,551.343,108.192,True,224,1,Etching,71.416,51.123,1.028,413.0,430.05,466.43,523.52,2.7629999999999995,1,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,102.801,898.0,153,106,none,0.0,route_11111
225,1,Oxidation,wet,990.35940918,H2O,25.35,0.199,84.0,692.759,NOLSM226910,True,225,1,Photo,1.2325467102001744,12.463,14.846,19.988,201.946,90.001,502.293,4055.498,5126.15,4.964,93.548,30.011,2,42.219,I,365,567.679,108.401,True,225,2,Etching,69.84,51.573,1.042,318.0,332.57,369.2,426.44,2.711,2,Implantation,8756849000000000.0,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,103.405,909.0,159,96,none,0.0,route_11222
227,1,Oxidation,dry,975.0524691,O2,41.08,0.215,75.0,708.579,NOLSM228912,False,227,2,Photo,1.0615181456093266,12.814,14.953,20.002,196.913,90.001,492.336,3961.623,4935.928,4.895,91.914,29.995,1,52.749,I,365,527.721,108.309,True,227,3,Etching,71.324,50.629,1.062,566.0,580.79,617.53,674.99,2.7247500000000002,3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,103.157,891.0,152,193,none,0.0,route_12133
228,1,Oxidation,dry,1071.1504861,O2,32.02,0.218,138.0,702.109,NOLSM229913,False,228,2,Photo,0.9791919519991794,14.416,15.065,19.994,203.684,89.999,493.512,4044.485,5047.638,4.987,92.708,29.995,2,43.085,G,436,543.492,110.247,True,228,2,Etching,72.201,50.872,1.047,341.0,356.8,393.3,450.53,2.7382499999999994,2,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.18,102.288,915.0,157,132,none,0.0,route_12222
229,1,Oxidation,wet,1114.3229322,H2O,29.76,0.209,136.0,717.471,NOLSM230914,False,229,2,Photo,1.13642540898135,16.121,14.953,20.006,201.67,89.998,507.932,4037.619,4962.839,5.121,90.218,29.992,3,41.051,I,365,526.931,108.188,True,229,1,Etching,71.545,50.574,1.026,287.0,302.45,339.16,396.17,2.7292500000000004,1,Implantation,6658436000000000.0,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,102.036,893.0,155,127,none,0.0,route_12311
230,1,Oxidation,dry,1161.9657577,O2,32.85,0.209,235.0,709.599,NOLSM231915,False,230,3,Photo,0.7704789825467102,14.665,15.02,20.004,200.067,90.001,500.534,4031.247,4978.986,5.046,91.262,29.993,1,8.101,G,436,518.953,104.841,False,230,1,Etching,71.879,51.451,1.023,434.0,449.33,485.76,542.68,2.7169999999999987,1,Implantation,9261799000000000.0,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.82,104.486,907.0,155,90,none,0.0,route_13111
231,1,Oxidation,dry,1121.6385574,O2,32.68,0.214,93.0,692.436,NOLSM232916,True,231,3,Photo,0.9883160395904202,15.879,14.96,20.001,195.151,89.999,498.96,4078.11,4973.393,4.921,93.362,30.0,2,37.621,I,365,506.438,108.554,True,231,2,Etching,70.915,51.24,1.034,223.0,238.2,274.97,332.11999999999995,2.727999999999999,2,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942,104.584,885.0,156,114,none,0.0,route_13222
232,1,Oxidation,wet,1134.2846884,H2O,29.79,0.192,101.0,710.777,NOLSM233917,False,232,3,Photo,1.0574112377989366,13.499,15.066,20.001,200.691,90.0,504.593,3939.35,4936.805,5.106,88.578,29.998,3,29.674,I,365,522.334,110.295,True,232,3,Etching,70.644,50.98,1.023,454.0,467.53,504.26,561.3,2.6824999999999988,3,Implantation,8443158000000000.0,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607,102.912,905.0,156,130,none,0.0,route_13333
233,2,Oxidation,wet,978.59909469,H2O,27.5,0.204,116.0,722.031,NOLSM234918,False,233,1,Photo,1.0815013931862083,17.6,14.99,19.999,200.559,90.0,504.027,4021.099,5077.005,4.972,93.076,30.001,1,23.908,I,365,559.406,105.773,False,233,3,Etching,70.334,50.779,1.008,436.0,451.97,488.24,545.22,2.7305000000000006,3,Implantation,9636292000000000.0,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406,102.015,883.0,155,115,none,0.0,route_21133
234,2,Oxidation,wet,901.2769443,H2O,35.23,0.222,42.0,708.489,NOLSM235919,False,234,1,Photo,0.9030538983572368,16.391,14.971,20.003,198.578,90.0,505.381,3998.943,4983.723,4.925,93.485,29.998,2,45.092,G,436,536.702,108.011,True,234,2,Etching,71.72,49.6,1.046,210.0,223.99,260.52,317.7,2.6925,2,Implantation,9124457000000000.0,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,102.6,895.0,155,57,none,0.0,route_21222
235,2,Oxidation,wet,1030.2597753,H2O,37.48,0.198,71.0,716.994,NOLSM236920,False,235,1,Photo,0.958230055214619,15.648,14.845,19.999,200.064,89.999,505.791,3942.151,5071.576,5.039,91.969,30.001,3,47.213,I,365,505.439,106.893,True,235,1,Etching,72.335,51.124,1.04,379.0,393.75,430.27,487.37,2.70925,1,Implantation,6976466000000000.0,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352,103.128,900.0,152,78,none,0.0,route_21311
237,2,Oxidation,wet,1062.2940719,H2O,32.84,0.197,49.0,707.577,NOLSM238922,False,237,2,Photo,1.3561727550898306,12.277,14.911,20.004,199.6,90.0,502.716,4147.422,4925.622,4.879,91.194,30.006,2,29.479,I,365,514.096,108.048,True,237,2,Etching,69.67,51.514,1.047,385.0,400.17,436.98,493.91,2.7227500000000004,2,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,106.428,898.0,154,145,none,0.0,route_22222
238,2,Oxidation,dry,1091.7579434,O2,38.41,0.188,116.0,708.825,NOLSM239923,False,238,2,Photo,0.8958443734080925,13.182,15.061,19.994,203.109,90.0,499.113,4015.297,4917.795,5.037,96.653,30.005,3,41.357,G,436,491.845,106.955,True,238,3,Etching,71.406,50.324,1.027,330.0,344.6,381.19000000000005,438.4800000000001,2.712000000000002,3,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302,103.46,916.0,154,61,none,0.0,route_22333
239,2,Oxidation,wet,1191.9306557,H2O,38.29,0.214,140.0,705.931,NOLSM240924,False,239,3,Photo,0.664126737209183,14.011,15.118,20.0,201.376,90.001,504.178,4115.588,5108.175,4.911,92.781,30.009,2,33.765,G,436,497.538,106.38,True,239,2,Etching,69.706,50.756,1.031,226.0,240.96,277.29,334.28000000000003,2.7070000000000007,2,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,105.779,884.0,154,68,none,0.0,route_23222
240,2,Oxidation,dry,1121.284393,O2,38.52,0.195,60.0,710.932,NOLSM241925,False,240,3,Photo,1.0890271628574846,10.856,15.053,19.995,201.817,90.0,504.191,4060.555,4957.121,4.889,90.464,30.0,3,30.109,G,436,521.898,108.368,True,240,1,Etching,70.399,52.379,1.022,181.0,196.84,233.4,290.46000000000004,2.736500000000001,1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,102.258,897.0,157,101,none,0.0,route_23311
241,3,Oxidation,dry,1123.2130093,O2,40.0,0.207,63.0,713.965,NOLSM242926,False,241,1,Photo,0.8971050787192943,10.856,15.148,20.005,198.47,90.0,504.225,4115.623,4991.551,4.984,92.415,29.995,1,76.265,H,405,495.546,109.119,False,241,1,Etching,70.657,51.465,1.026,301.0,315.29,352.01,408.95,2.6987499999999995,1,Implantation,6100286000000000.0,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,103.03,893.0,157,90,none,0.0,route_31111
242,3,Oxidation,dry,960.67835648,O2,27.43,0.206,81.0,712.318,NOLSM243927,False,242,1,Photo,0.9372638848527324,17.756,14.982,20.002,200.542,90.0,504.244,4008.816,5075.696,4.919,90.401,30.001,2,35.639,G,436,522.312,105.299,True,242,2,Etching,68.921,52.141,1.057,496.0,509.85,546.76,603.97,2.6992500000000006,2,Implantation,9910242000000000.0,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.47,104.863,896.0,155,223,[['Edge-Loc']],1.0,route_31222
